round,difficulty,mining_time
0,4294967296.0,0
1,4294967296.0,0
2,4297064448.0,15265
3,4297064448.0,143709
4,4269788160.0,617
5,4271873017.0,2607
6,4273958892.0,79497
7,4261437534.0,82371
8,4246872074.0,13643
9,4246872074.0,66522
10,4236503734.0,80594
11,4222023499.0,66557
12,4211715829.0,64038
13,4201433324.0,52045
14,4193227400.0,4335
15,4195274874.0,7122
16,4197323348.0,8387
17,4199372822.0,198504
18,4162464272.0,72372
19,4150269554.0,42172
20,4144190060.0,84195
21,4130025350.0,156521
22,4101792768.0,135285
23,4077758832.0,30250
24,4073776646.0,134547
25,4049906870.0,206817
26,4012334503.0,105591
27,3994702180.0,43094
28,3988850566.0,22852
29,3986902886.0,112788
30,3967435596.0,42688
31,3961623924.0,125035
32,3940345678.0,24232
33,3938421682.0,27894
34,3936498625.0,27500
35,3934576507.0,2268
36,3936497686.0,23948
37,3934575568.0,63261
38,3924969673.0,8934
39,3926886162.0,49270
40,3921133890.0,26351
41,3919219274.0,68616
42,3909650869.0,149729
43,3884833752.0,667
44,3886730643.0,67336
45,3877241558.0,32208
46,3873455190.0,7087
47,3875346525.0,115056
48,3856423935.0,34717
49,3852657897.0,36174
50,3848895537.0,2496
51,3850774880.0,36966
52,3847014358.0,333236
53,3786904790.0,174797
54,3757319606.0,63241
55,3748146466.0,28715
56,3746316317.0,212472
57,3709731197.0,1551
58,3711542589.0,7839
59,3713354865.0,130846
60,3691596933.0,56642
61,3684386785.0,41424
62,3678989737.0,23033
63,3677193356.0,18009
64,3677193356.0,124272
65,3657442812.0,119873
66,3639584212.0,14936
67,3639584212.0,240244
68,3598709992.0,140312
69,3575866626.0,142817
70,3553168262.0,50511
71,3546228482.0,76938
72,3535839146.0,16578
73,3535839146.0,74245
74,3525480248.0,23346
75,3523758823.0,76376
76,3513435313.0,36809
77,3510004225.0,82018
78,3498007142.0,32589
79,3494591120.0,76685
80,3484353062.0,26663
81,3482651718.0,22489
82,3480951205.0,96082
83,3467353741.0,135403
84,3447037225.0,110612
85,3430205995.0,120545
86,3411782040.0,15987
87,3411782040.0,61307
88,3403452495.0,229115
89,3368553813.0,74874
90,3358685007.0,58310
91,3352125079.0,99066
92,3339030847.0,11065
93,3339030847.0,17386
94,3339030847.0,1898
95,3340661233.0,48552
96,3335767687.0,38573
97,3332510103.0,69225
98,3324374093.0,66183
99,3316257948.0,33390
100,3313019416.0,8289
101,3314637101.0,13609
102,3314637101.0,38870
103,3311400151.0,25601
104,3309783257.0,6826
105,3311399362.0,135141
106,3291996634.0,4969
107,3293604054.0,1253
108,3295212259.0,159778
109,3272686399.0,75369
110,3263098453.0,85411
111,3251945290.0,39191
112,3248769564.0,68147
113,3240837999.0,24664
114,3239255559.0,10398
115,3239255559.0,2408
116,3240837226.0,36783
117,3237672346.0,54811
118,3231348770.0,115194
119,3215570700.0,6637
120,3217140802.0,351063
121,3163731256.0,3439
122,3165276046.0,153575
123,3143638430.0,76660
124,3134428556.0,54802
125,3128306628.0,29362
126,3126779135.0,73462
127,3117618653.0,16366
128,3117618653.0,18228
129,3117618653.0,10779
130,3117618653.0,5658
131,3119140927.0,10828
132,3119140927.0,17326
133,3119140927.0,58562
134,3113048855.0,1155
135,3114568898.0,1631
136,3116089683.0,3432
137,3117611211.0,129640
138,3100866230.0,160881
139,3078154820.0,26165
140,3076651815.0,61304
141,3069140460.0,65646
142,3061647445.0,17460
143,3061647445.0,38731
144,3058657555.0,41380
145,3054177100.0,6609
146,3055668397.0,80903
147,3045224222.0,21775
148,3043737297.0,5784
149,3045223496.0,35973
150,3042249646.0,49866
151,3037793227.0,82677
152,3027410148.0,51496
153,3021497240.0,67084
154,3014120540.0,9612
155,3015592278.0,41030
156,3011174907.0,78257
157,3002353107.0,32902
158,2999421123.0,71937
159,2990633757.0,162619
160,2968729707.0,376
161,2970179282.0,23695
162,2968729000.0,26292
163,2967279426.0,60572
164,2960035096.0,29139
165,2958589767.0,40489
166,2954255898.0,136932
167,2936945814.0,7700
168,2938379869.0,162464
169,2916858544.0,67233
170,2909737309.0,3922
171,2911158079.0,19944
172,2911158079.0,11511
173,2911158079.0,24965
174,2909736616.0,64860
175,2902632771.0,3592
176,2904050072.0,89118
177,2894124121.0,220607
178,2864448055.0,12931
179,2864448055.0,12536
180,2864448055.0,29953
181,2863049399.0,12632
182,2863049399.0,134334
183,2846273723.0,5355
184,2847663505.0,27416
185,2846273045.0,81191
186,2836544578.0,26945
187,2835159547.0,5453
188,2836543902.0,27756
189,2835158871.0,87737
190,2825468393.0,113681
191,2811672163.0,40785
192,2807553505.0,33946
193,2804811755.0,49574
194,2800703147.0,2674
195,2802070677.0,14065
196,2802070677.0,20877
197,2800702479.0,82971
198,2791129769.0,76876
199,2782952633.0,76330
200,2774799455.0,11583
201,2774799455.0,71287
202,2766670163.0,142757
203,2749108294.0,105989
204,2737027252.0,18104
205,2737027252.0,35602
206,2734354374.0,82425
207,2725008443.0,56431
208,2719686163.0,12126
209,2719686163.0,63056
210,2713046308.0,6920
211,2714371037.0,12795
212,2714371037.0,21014
213,2713045661.0,57604
214,2707746745.0,8285
215,2709068886.0,38201
216,2706423312.0,61472
217,2699815837.0,76603
218,2691906223.0,44936
219,2687963002.0,2373
220,2689275483.0,15280
221,2689275483.0,34038
222,2686649239.0,7154
223,2687961079.0,4196
224,2689273559.0,40310
225,2685334196.0,4091
226,2686645394.0,26167
227,2685333556.0,101797
228,2673532774.0,5542
229,2674838209.0,89850
230,2665695698.0,37503
231,2663092480.0,62058
232,2656590790.0,74103
233,2648807812.0,22269
234,2647514449.0,142869
235,2630708946.0,9643
236,2631993471.0,9425
237,2633278624.0,12842
238,2633278624.0,35732
239,2630707064.0,57741
240,2625568968.0,35074
241,2623004936.0,48151
242,2619162644.0,9585
243,2620441532.0,42285
244,2616602996.0,2660
245,2617880634.0,2796
246,2619158896.0,103764
247,2607648922.0,28391
248,2606375656.0,102995
249,2594921860.0,37844
250,2592387758.0,28583
251,2591121944.0,10173
252,2591121944.0,3441
253,2592387140.0,5009
254,2593652954.0,13101
255,2593652954.0,6691
256,2594919386.0,23277
257,2593652336.0,82294
258,2584787319.0,67478
259,2578476804.0,8855
260,2579735825.0,69787
261,2573437645.0,110440
262,2560872035.0,38407
263,2558371185.0,6066
264,2559620389.0,91000
265,2549621877.0,47767
266,2545887081.0,65908
267,2539671541.0,15255
268,2539671541.0,43522
269,2535951322.0,57141
270,2530998294.0,9586
271,2532234133.0,39345
272,2529761249.0,12982
273,2529761249.0,44852
274,2526055547.0,58839
275,2521121847.0,76897
276,2513735751.0,23387
277,2512508341.0,115737
278,2500240241.0,24081
279,2499019421.0,1844
280,2500239645.0,68171
281,2494135545.0,9586
282,2495353384.0,55286
283,2490479648.0,13856
284,2490479648.0,254
285,2491695702.0,20827
286,2490479054.0,116150
287,2478318514.0,43704
288,2474688166.0,62330
289,2468646451.0,31787
290,2466235665.0,25915
291,2465031449.0,78162
292,2457809681.0,11723
293,2457809681.0,1070
294,2459009783.0,107259
295,2448203591.0,94908
296,2438640303.0,5358
297,2439831045.0,88494
298,2431491784.0,11783
299,2431491784.0,55684
300,2426742780.0,39670
301,2424372916.0,136630
302,2410167616.0,48625
303,2406637099.0,14792
304,2406637099.0,90546
305,2397236179.0,6506
306,2398406704.0,4761
307,2399577801.0,19904
308,2399577801.0,8698
309,2400749469.0,35219
310,2398404989.0,24252
311,2397233893.0,79762
312,2390210749.0,14982
313,2390210749.0,10042
314,2390210749.0,288780
315,2358699184.0,35103
316,2356395768.0,12797
317,2356395768.0,82286
318,2348341687.0,80149
319,2340315130.0,62481
320,2334601475.0,58947
321,2330041707.0,6228
322,2331179422.0,6622
323,2332317693.0,60505
324,2326623563.0,23668
325,2325487517.0,43762
326,2322081044.0,25884
327,2320947216.0,25397
328,2319813941.0,17240
329,2319813941.0,7528
330,2320946662.0,77625
331,2314147018.0,46578
332,2310757156.0,7812
333,2311885455.0,36567
334,2309627755.0,18190
335,2309627755.0,8599
336,2310755502.0,1435
337,2311883800.0,25449
338,2310754951.0,14564
339,2310754951.0,27032
340,2309626653.0,664
341,2310754400.0,18739
342,2310754400.0,98950
343,2301728016.0,10367
344,2301728016.0,1604
345,2302851906.0,62493
346,2297229711.0,103947
347,2287134465.0,8618
348,2288251229.0,5379
349,2289368539.0,31093
350,2287132829.0,14103
351,2287132829.0,19024
352,2287132829.0,11745
353,2287132829.0,30280
354,2284899301.0,5622
355,2286014974.0,78184
356,2279317666.0,20735
357,2278204718.0,102905
358,2268193082.0,20781
359,2267085566.0,37351
360,2264871616.0,12953
361,2264871616.0,1441
362,2265977510.0,66512
363,2260445340.0,16195
364,2260445340.0,35173
365,2258237874.0,169075
366,2241698049.0,38026
367,2239508891.0,11385
368,2239508891.0,125937
369,2227480281.0,63976
370,2222042101.0,46246
371,2218787158.0,64514
372,2213370198.0,8240
373,2214450945.0,16277
374,2214450945.0,51225
375,2210125849.0,36321
376,2207967523.0,147185
377,2193952106.0,37727
378,2191809576.0,28162
379,2190739357.0,75978
380,2184321181.0,3990
381,2185387744.0,24843
382,2184320661.0,155392
383,2169388793.0,2024
384,2170448064.0,22852
385,2169388275.0,55313
386,2165151191.0,89366
387,2157750777.0,66005
388,2152482832.0,90686
389,2144074696.0,23777
390,2143027785.0,46413
391,2139888585.0,46562
392,2136753984.0,119595
393,2126320624.0,43804
394,2123205898.0,39088
395,2121132456.0,4469
396,2122168165.0,7141
397,2123204379.0,35313
398,2121130939.0,2026
399,2122166647.0,4751
400,2123202861.0,48553
401,2120092701.0,8464
402,2121127902.0,34988
403,2119056490.0,58753
404,2114917710.0,7966
405,2115950384.0,39764
406,2113884028.0,11455
407,2113884028.0,45233
408,2110787521.0,11895
409,2110787521.0,17186
410,2110787521.0,840
411,2111818178.0,69621
412,2106662373.0,61517
413,2101519158.0,20729
414,2100493026.0,37372
415,2098441764.0,36963
416,2096392506.0,157529
417,2082061700.0,34561
418,2080028438.0,8904
419,2081044076.0,30192
420,2079011808.0,8947
421,2080026950.0,36868
422,2077995674.0,59330
423,2073937090.0,17458
424,2073937090.0,178644
425,2057734466.0,39807
426,2055724960.0,29292
427,2054721189.0,6742
428,2055724470.0,6856
429,2056728241.0,19035
430,2056728241.0,74791
431,2050702675.0,11176
432,2050702675.0,6752
433,2051703994.0,68891
434,2046694954.0,60337
435,2041698144.0,23101
436,2040701222.0,56351
437,2036715478.0,18742
438,2036715478.0,102599
439,2027765077.0,15261
440,2027765077.0,50326
441,2023804601.0,37463
442,2021828231.0,4766
443,2022815451.0,71308
444,2016889239.0,102246
445,2008025958.0,24834
446,2007045477.0,1581
447,2008025479.0,23103
448,2007044998.0,41724
449,2004104992.0,21973
450,2003126426.0,4823
451,2004104515.0,72647
452,1998233119.0,26827
453,1997257420.0,45009
454,1994331751.0,49308
455,1991410369.0,31951
456,1989465633.0,84744
457,1982665707.0,14043
458,1982665707.0,27023
459,1981697609.0,15519
460,1981697609.0,84518
461,1974924234.0,5944
462,1975888552.0,44242
463,1972994185.0,7616
464,1973957561.0,19805
465,1973957561.0,17662
466,1973957561.0,22352
467,1972993715.0,31973
468,1971066965.0,55334
469,1967217225.0,55170
470,1963375005.0,40081
471,1960498968.0,18949
472,1960498968.0,48254
473,1957627146.0,56265
474,1953803658.0,8516
475,1954757663.0,5599
476,1955712134.0,18527
477,1955712134.0,11668
478,1955712134.0,43568
479,1952847323.0,1296
480,1953800861.0,36460
481,1951892853.0,25114
482,1950939781.0,84537
483,1944271532.0,43873
484,1941423479.0,29135
485,1940475519.0,27877
486,1939528022.0,27502
487,1938580987.0,15711
488,1938580987.0,3015
489,1939527559.0,5888
490,1940474593.0,61717
491,1935737108.0,98778
492,1928175636.0,65155
493,1923468176.0,849
494,1924407369.0,572
495,1925347021.0,38417
496,1923466801.0,20962
497,1922527609.0,56598
498,1918772673.0,3939
499,1919709573.0,120570
500,1909398635.0,89143
501,1902872374.0,102892
502,1894510150.0,54388
503,1890809938.0,7285
504,1891733185.0,34595
505,1889885791.0,22895
506,1888962996.0,20938
507,1888040651.0,67122
508,1883431181.0,29170
509,1882511537.0,43799
510,1879753952.0,91760
511,1872411168.0,23370
512,1871496905.0,57609
513,1867841641.0,68883
514,1863281481.0,217509
515,1845085381.0,6218
516,1845986301.0,14376
517,1845986301.0,17689
518,1845986301.0,422
519,1846887661.0,20138
520,1845985861.0,33386
521,1844183141.0,2053
522,1845083621.0,19849
523,1845083621.0,16612
524,1845083621.0,29933
525,1844182702.0,31863
526,1842381744.0,38347
527,1840582544.0,25796
528,1839683823.0,6523
529,1840582106.0,20205
530,1839683385.0,492
531,1840581667.0,114110
532,1831594457.0,70725
533,1826228459.0,27501
534,1825336746.0,14658
535,1825336746.0,14047
536,1825336746.0,56595
537,1821771638.0,17747
538,1821771638.0,69475
539,1817323958.0,8719
540,1818211323.0,5554
541,1819099121.0,47911
542,1816434428.0,29531
543,1815547498.0,19921
544,1815547498.0,5861
545,1816433995.0,61596
546,1811999345.0,4416
547,1812884110.0,32325
548,1811113716.0,31244
549,1809345052.0,2297
550,1810228521.0,18314
551,1810228521.0,60716
552,1805809021.0,23406
553,1804927279.0,3577
554,1805808591.0,56660
555,1802281623.0,19763
556,1802281623.0,2178
557,1803161643.0,82991
558,1796998493.0,2034
559,1797875933.0,22167
560,1796998064.0,4047
561,1797875504.0,16094
562,1797875504.0,55802
563,1794364032.0,47463
564,1791735570.0,5624
565,1792610440.0,87366
566,1786483354.0,14635
567,1786483354.0,26402
568,1785611048.0,59386
569,1782123528.0,341
570,1782993705.0,4553
571,1783864307.0,34721
572,1782122253.0,55097
573,1778641549.0,4672
574,1779510026.0,250
575,1780378927.0,15699
576,1780378927.0,60545
577,1776032302.0,6315
578,1776899505.0,54678
579,1773429001.0,22818
580,1772563069.0,42131
581,1769966542.0,44780
582,1767373819.0,35721
583,1765647869.0,25877
584,1764785737.0,24067
585,1763924026.0,3619
586,1764785317.0,28006
587,1763923606.0,13878
588,1763923606.0,27633
589,1763062316.0,28570
590,1762201446.0,14017
591,1762201446.0,16687
592,1762201446.0,4528
593,1763061895.0,63640
594,1758757545.0,20741
595,1757898777.0,20935
596,1757040428.0,132161
597,1746745280.0,27272
598,1745892378.0,5828
599,1746744864.0,46224
600,1744186158.0,29267
601,1743334505.0,2614
602,1744185742.0,5430
603,1745037395.0,2353
604,1745889464.0,7183
605,1746741949.0,10798
606,1746741949.0,20329
607,1745889048.0,86023
608,1739921660.0,17740
609,1739921660.0,43573
610,1737372947.0,2413
611,1738221273.0,9754
612,1739070013.0,118972
613,1730578463.0,17067
614,1730578463.0,24598
615,1729733454.0,1715
616,1730578050.0,13896
617,1730578050.0,8055
618,1731423058.0,22959
619,1730577637.0,18489
620,1730577637.0,26855
621,1729732629.0,52941
622,1726354245.0,69490
623,1722139515.0,1225
624,1722980403.0,24414
625,1722139104.0,7989
626,1722979992.0,18392
627,1722979992.0,7611
628,1723821290.0,65664
629,1719612745.0,80698
630,1713735167.0,2367
631,1714571951.0,9688
632,1715409144.0,42583
633,1712896338.0,23102
634,1712059963.0,5601
635,1712895929.0,41024
636,1710386807.0,7497
637,1711221956.0,28701
638,1710386399.0,12123
639,1710386399.0,27223
640,1709551250.0,814
641,1710385991.0,22677
642,1709550842.0,11917
643,1709550842.0,7251
644,1710385583.0,19314
645,1710385583.0,11611
646,1710385583.0,2758
647,1711220732.0,10019
648,1711220732.0,17146
649,1711220732.0,98328
650,1704536284.0,4496
651,1705368577.0,41338
652,1702870480.0,44684
653,1700376043.0,2810
654,1701206304.0,46547
655,1698714303.0,37926
656,1697055403.0,8895
657,1697884043.0,3479
658,1698713087.0,8901
659,1699542536.0,58857
660,1696223120.0,31568
661,1694566654.0,58822
662,1691256954.0,347
663,1692082763.0,59472
664,1688777915.0,21722
665,1687953317.0,70445
666,1683008147.0,31371
667,1681364585.0,3103
668,1682185563.0,57675
669,1678900047.0,29815
670,1678080272.0,3528
671,1678899647.0,37732
672,1677260097.0,68766
673,1673165227.0,674
674,1673982202.0,6296
675,1674799576.0,742
676,1675617349.0,34261
677,1673981005.0,52972
678,1670711513.0,2998
679,1671527290.0,83747
680,1665814065.0,105701
681,1658493600.0,29576
682,1657683789.0,61028
683,1653636714.0,7754
684,1654444153.0,27706
685,1653636319.0,66913
686,1649599124.0,22196
687,1648793656.0,10419
688,1648793656.0,46191
689,1646378431.0,17889
690,1646378431.0,3586
691,1647182326.0,3786
692,1647986614.0,2754
693,1648791294.0,11145
694,1648791294.0,13158
695,1648791294.0,14809
696,1648791294.0,13317
697,1648791294.0,72428
698,1643960856.0,65970
699,1639947281.0,4301
700,1640748036.0,104979
701,1633537722.0,55850
702,1630347222.0,11879
703,1630347222.0,5673
704,1631143289.0,20321
705,1630346833.0,2021
706,1631142900.0,50205
707,1627957076.0,15368
708,1627957076.0,648
709,1628751976.0,133067
710,1619208508.0,41455
711,1616836621.0,35312
712,1615257679.0,56254
713,1612102879.0,53931
714,1608954243.0,2806
715,1609739865.0,15837
716,1609739865.0,12393
717,1609739865.0,50543
718,1606595845.0,34497
719,1605026905.0,46546
720,1602675793.0,584
721,1603458349.0,8993
722,1604241287.0,36565
723,1602674647.0,3569
724,1603457202.0,2636
725,1604240140.0,59358
726,1601106860.0,30891
727,1599543280.0,6972
728,1600324306.0,4298
729,1601105714.0,37811
730,1599542136.0,15025
731,1599542136.0,18610
732,1599542136.0,42806
733,1597199058.0,44658
734,1594859412.0,128293
735,1586293283.0,19991
736,1586293283.0,5398
737,1587067840.0,13018
738,1587067840.0,28594
739,1586292905.0,71922
740,1581645563.0,60301
741,1577784128.0,4882
742,1578554530.0,48788
743,1576242196.0,31506
744,1574702898.0,3870
745,1575471795.0,27842
746,1574702522.0,65233
747,1570858037.0,27851
748,1570091017.0,47653
749,1567791079.0,29220
750,1567025557.0,7017
751,1567790706.0,13016
752,1567790706.0,28931
753,1567025184.0,24915
754,1566260035.0,16879
755,1566260035.0,4014
756,1567024810.0,13713
757,1567024810.0,17723
758,1567024810.0,5452
759,1567789958.0,29984
760,1567024436.0,27291
761,1566259288.0,31346
762,1564729738.0,6967
763,1565493766.0,101212
764,1558614157.0,18817
765,1558614157.0,4618
766,1559375199.0,58445
767,1556329547.0,24313
768,1555569621.0,28498
769,1554810066.0,901
770,1555569250.0,425
771,1556328805.0,21713
772,1555568879.0,19482
773,1555568879.0,23012
774,1554809324.0,2518
775,1555568508.0,7599
776,1556328062.0,53945
777,1553288362.0,16092
778,1553288362.0,26900
779,1552529921.0,12587
780,1552529921.0,40677
781,1550255708.0,43267
782,1547984828.0,8383
783,1548740679.0,2177
784,1549496900.0,23862
785,1548740310.0,34333
786,1547227870.0,36144
787,1545716906.0,7306
788,1546471650.0,2995
789,1547226763.0,4662
790,1547982244.0,14608
791,1547982244.0,9488
792,1548738094.0,36228
793,1547225656.0,1201
794,1547981137.0,31727
795,1546469437.0,2232
796,1547224549.0,56128
797,1544202629.0,29026
798,1543448624.0,108902
799,1536665891.0,9662
800,1537416216.0,25301
801,1536665525.0,17533
802,1536665525.0,3487
803,1537415849.0,12683
804,1537415849.0,71241
805,1532911703.0,34724
806,1531414719.0,28906
807,1530666958.0,19546
808,1530666958.0,29818
809,1529919563.0,25878
810,1529172532.0,21116
811,1528425866.0,5950
812,1529172167.0,16808
813,1529172167.0,6296
814,1529918833.0,133479
815,1520954473.0,18822
816,1520954473.0,1086
817,1521697126.0,26411
818,1520954110.0,35442
819,1519468804.0,28792
820,1518726876.0,55273
821,1515760616.0,14787
822,1515760616.0,2894
823,1516500733.0,38470
824,1515019777.0,79595
825,1510581247.0,41148
826,1508368483.0,55799
827,1505422451.0,1300
828,1506157520.0,14738
829,1506157520.0,9120
830,1506892948.0,40494
831,1504685587.0,21774
832,1503950878.0,42348
833,1501747825.0,5424
834,1502481100.0,24028
835,1501747467.0,55175
836,1498814367.0,16820
837,1498814367.0,91168
838,1492959631.0,3795
839,1493688615.0,1777
840,1494417955.0,7106
841,1495147651.0,12610
842,1495147651.0,61780
843,1491497391.0,14010
844,1491497391.0,46406
845,1489312581.0,4992
846,1490039784.0,43238
847,1487857110.0,37943
848,1486404126.0,33844
849,1484952560.0,90688
850,1479151968.0,45168
851,1476985242.0,5789
852,1477706426.0,844
853,1478427962.0,2647
854,1479149850.0,29042
855,1478427609.0,82361
856,1473374393.0,3363
857,1474093814.0,3267
858,1474813586.0,15333
859,1474813586.0,3653
860,1475533709.0,10459
861,1475533709.0,22283
862,1474813234.0,11118
863,1474813234.0,44639
864,1472652865.0,30959
865,1471214729.0,47831
866,1469059631.0,2818
867,1469776945.0,5330
868,1470494609.0,13850
869,1470494609.0,20331
870,1469776595.0,21715
871,1469058931.0,19453
872,1469058931.0,2960
873,1469776244.0,40927
874,1467623252.0,2212
875,1468339864.0,6643
876,1469056826.0,54397
877,1466187578.0,25098
878,1465471667.0,2952
879,1466187229.0,3642
880,1466903140.0,6730
881,1467619401.0,73469
882,1463319735.0,85151
883,1458318158.0,15952
884,1458318158.0,24809
885,1457606089.0,101844
886,1451200600.0,14570
887,1451200600.0,11107
888,1451200600.0,5148
889,1451909194.0,28584
890,1451200254.0,214181
891,1437028394.0,60196
892,1433520024.0,103625
893,1427220384.0,9149
894,1427917268.0,28638
895,1427220043.0,36403
896,1425826275.0,16811
897,1425826275.0,26270
898,1425130071.0,31767
899,1423738343.0,78004
900,1419567239.0,21037
901,1418874091.0,13404
902,1418874091.0,49624
903,1416795664.0,20726
904,1416103870.0,8695
905,1416795326.0,35352
906,1415411738.0,51287
907,1412647262.0,4858
908,1413337031.0,14389
909,1413337031.0,30485
910,1411956821.0,6098
911,1412646253.0,832
912,1413336021.0,7089
913,1414026126.0,10158
914,1414026126.0,2541
915,1414716568.0,15886
916,1414716568.0,4268
917,1415407347.0,33710
918,1414025115.0,4982
919,1414715556.0,123422
920,1407116987.0,42402
921,1405055783.0,6966
922,1405741845.0,27413
923,1405055448.0,45572
924,1402997262.0,6977
925,1403682319.0,4785
926,1404367710.0,68107
927,1400939080.0,32821
928,1399570976.0,7279
929,1400254360.0,24095
930,1399570643.0,4802
931,1400254027.0,23496
932,1399570310.0,46006
933,1397520161.0,1567
934,1398202543.0,42900
935,1396154395.0,43658
936,1394109247.0,52382
937,1391386379.0,16773
938,1391386379.0,35839
939,1390027605.0,34567
940,1388670157.0,30976
941,1387314035.0,3885
942,1387991434.0,87883
943,1383247324.0,32617
944,1381896498.0,21298
945,1381221744.0,126723
946,1373803080.0,1995
947,1374473882.0,21378
948,1373802753.0,88866
949,1369107139.0,12050
950,1369107139.0,26703
951,1368438630.0,9458
952,1369106812.0,84963
953,1364427249.0,2611
954,1365093473.0,24747
955,1364426924.0,29153
956,1363760700.0,156578
957,1354438128.0,22885
958,1353776782.0,26987
959,1353115759.0,85039
960,1348490852.0,1644
961,1349149294.0,35123
962,1347831766.0,36204
963,1346515526.0,11355
964,1346515526.0,1272
965,1347173004.0,2803
966,1347830803.0,35588
967,1346514563.0,46187
968,1344542132.0,81416
969,1339946534.0,21491
970,1339292264.0,1846
971,1339946215.0,18026
972,1339946215.0,63087
973,1336674865.0,9694
974,1337327538.0,13675
975,1337327538.0,5878
976,1337980529.0,4061
977,1338633839.0,16703
978,1338633839.0,37054
979,1337326581.0,13210
980,1337326581.0,26345
981,1336673590.0,9285
982,1337326262.0,5132
983,1337979253.0,962
984,1338632563.0,34463
985,1337325305.0,49945
986,1335366335.0,41924
987,1333410233.0,13310
988,1333410233.0,5400
989,1334061312.0,38472
990,1332758518.0,21041
991,1332107758.0,2144
992,1332758201.0,5500
993,1333408961.0,13936
994,1333408961.0,5571
995,1334060039.0,2773
996,1334711435.0,9093
997,1335363149.0,196
