round,difficulty
0,1.0
2000,0.6585523525276974
4000,0.6143493605611119
4000,0.614216332991894
6000,0.5867269071291399
6000,0.5865359319998656
6000,0.5865155421596562
8000,0.5800720556076369
10000,0.5498908243488964
12000,0.5814141862865199
12000,0.581244003068485
14000,0.5828207488829353
16000,0.5567732225715917
16000,0.5567507280871197
16000,0.5567291350565259
16000,0.5566225311122958
18000,0.5627506664251232
20000,0.5729130681320732
20000,0.5727586020538054
22000,0.5593843733773202
24000,0.5735850339110046
24000,0.5735237237735973
26000,0.5586195146986501
28000,0.5626239177610584
28000,0.5624057001729268
30000,0.5613895700806922
30000,0.5612791315703909
30000,0.5612755022574233
32000,0.5721352027217458
32000,0.571847116040877
34000,0.5754200224450748
34000,0.5751572962782712
36000,0.5637158603373322
36000,0.5634438664343334
38000,0.5722204118193437
40000,0.5609106736175278
40000,0.5607931434870098
42000,0.5445765735299303
42000,0.5445451351211636
44000,0.5666873304468812
44000,0.5664363653747448
44000,0.5663933049659501
46000,0.558893223520028
46000,0.5588002206364054
48000,0.5603672221971037
50000,0.5734589111332775
52000,0.5708280848398386
52000,0.5708137772140808
54000,0.5982799235484708
56000,0.5709517355224554
56000,0.5709210245649335
58000,0.5694381397908732
58000,0.569205601106794
60000,0.5630318382605605
60000,0.5629051558999368
62000,0.5769507890272353
62000,0.5768423246390708
64000,0.5669634425851268
66000,0.5684249797351466
68000,0.5815456677034551
68000,0.5815449572119196
68000,0.5814316656934548
68000,0.581370000096623
70000,0.5717743564596437
70000,0.5715376815227238
72000,0.5659434808639655
72000,0.5657874706807605
72000,0.5657847362284458
72000,0.5656873074153781
74000,0.5616340077081508
76000,0.5679178004685114
78000,0.5550085472507412
78000,0.5548270040742568
80000,0.5582049431436864
82000,0.5572707099127989
84000,0.5532881153164919
86000,0.5725012802267853
86000,0.572422446076132
88000,0.5626000698761993
88000,0.5624945016364368
88000,0.5623404868068573
90000,0.582871262828611
92000,0.5766304505667483
94000,0.5548593176139257
94000,0.5548181499654561
94000,0.5546095414573238
96000,0.5766464061535524
98000,0.5679516439029036
100000,0.5604987983431883
100000,0.5603924217964906
100000,0.5602330926933781
102000,0.5621384495855823
102000,0.5620822179996964
104000,0.5531677775225985
104000,0.5530918688045058
104000,0.5530889601195699
106000,0.5767269293667078
108000,0.5699653952104317
110000,0.5694697112151406
110000,0.5692003756755143
110000,0.5691916896264376
112000,0.570722456042593
112000,0.570543102957342
114000,0.5587390893941034
116000,0.5624920126654401
116000,0.5623810701416425
118000,0.5600288039087892
118000,0.5599400439197725
120000,0.5730150306557013
120000,0.5729856159091476
122000,0.5797034021355959
124000,0.5784619471149823
126000,0.574938179281957
126000,0.5748318485434664
128000,0.5791291409362197
130000,0.5624278683513315
132000,0.5592566524386353
134000,0.5518048711522563
134000,0.5517385947584784
136000,0.5691725017394568
138000,0.5657053469386566
140000,0.5527104864044523
140000,0.5524739872017066
142000,0.5682490507057193
142000,0.5680384627929179
144000,0.5589788847901297
146000,0.552862324710992
146000,0.5527657175136096
148000,0.5646277406710074
148000,0.5643934769999067
150000,0.5776277233516304
152000,0.5848020051492305
154000,0.575397932931073
154000,0.5752812533354618
156000,0.5803115851749887
158000,0.570661164654774
160000,0.5614652509591594
162000,0.5795413459645079
162000,0.5795059312352752
162000,0.5794735280604364
162000,0.5793815875291859
162000,0.579365205367994
162000,0.5793558553665962
164000,0.5602420462239089
164000,0.5600358828258374
166000,0.5801485811651586
168000,0.5786007085496465
170000,0.5782738132543828
170000,0.5781098532982649
172000,0.5973040070203934
172000,0.5970129554006578
174000,0.5726766609353567
174000,0.5726217409708992
176000,0.5620011594804288
176000,0.5619771848068482
176000,0.5619610789052831
178000,0.5578423116299415
180000,0.577543476629885
180000,0.5775271742444531
180000,0.5774368182782882
182000,0.5803063143787585
184000,0.5564196042348023
186000,0.5561601976780671
188000,0.5545547275442848
188000,0.5543013490279375
190000,0.5617951115753745
190000,0.5617079870132607
192000,0.5785982280393944
192000,0.5783908305120358
194000,0.5818874930506427
196000,0.579100937517933
196000,0.5788630277956525
198000,0.5744758273657827
200000,0.5720532557180291
