round,difficulty
0,1.0
1,1.00048828125
2,1.0009765625
3,0.9995112419128418
3,0.9995112419128418
3,0.9995112419128418
4,0.9999990463256836
5,0.9985351567156613
5,0.9985351567156613
5,0.9985351567156613
6,0.9990224847570062
6,0.9990224847570062
7,0.9995102887046414
8,0.9980468768617357
9,0.9985342044383283
10,0.9970722217085504
9,0.9985342044383283
9,0.9985342044383283
9,0.9985342044383283
11,0.9995093354973501
11,0.9995093354973501
11,0.9995093354973501
12,0.9960985183670381
12,0.9960985183670381
13,0.9985332521619035
13,0.9985332521619035
14,0.9951257659076953
15,0.9975581220328391
14,0.9951257659076953
14,0.9951257659076953
15,0.9975581220328391
16,0.9960975684134645
17,0.9965839441792914
17,0.9965839441792914
18,0.9951248168818108
18,0.9951248168818108
19,0.9956107176713038
20,0.9960966184607969
21,0.9965829937627797
22,0.9951238678568313
23,0.9956097681829332
24,0.9941520672046273
25,0.9965820433471744
25,0.9965820433471744
26,0.9951229188327568
26,0.9951229188327568
27,0.9956088186954681
28,0.9941511191073342
28,0.9941511191073342
29,0.9946365444584608
30,0.993180268405081
30,0.993180268405081
30,0.993180268405081
31,0.9936652197080131
31,0.9936652197080131
32,0.9922103657992166
33,0.9946355958991342
34,0.9931793212345674
34,0.9931793212345674
34,0.9931793212345674
35,0.993664272075014
35,0.993664272075014
35,0.993664272075014
36,0.9922094195536743
36,0.9922094195536743
37,0.9926938968093157
37,0.9926938968093157
37,0.9926938968093157
38,0.9912404650423914
38,0.9912404650423914
38,0.9912404650423914
39,0.9917244691757129
40,0.9902724567757484
41,0.9926929501026422
41,0.9926929501026422
42,0.9893053938296783
42,0.9893053938296783
43,0.9936623768117269
44,0.9883392752810165
45,0.9926920033968717
46,0.9873741002074999
46,0.9873741002074999
46,0.9873741002074999
47,0.9917225776123044
48,0.9864098676877661
48,0.9864098676877661
49,0.9907540985326049
50,0.9873731585741798
51,0.9917216318319532
51,0.9917216318319532
51,0.9917216318319532
52,0.9864089269740097
52,0.9864089269740097
53,0.9907531536758672
54,0.9854456370062616
55,0.9917206860525039
56,0.9844832877513727
56,0.9844832877513727
57,0.9907522088200307
58,0.983521878290678
57,0.9907522088200307
59,0.9917197402739565
59,0.9917197402739565
60,0.9825614077064098
60,0.9825614077064098
61,0.9907512639650952
61,0.9907512639650952
61,0.9907512639650952
62,0.9816018750816965
63,0.9897837334338793
64,0.9806432795005621
65,0.9888171477566977
